Column Name,Human-Readable Name,Data File Name,Data File Description,Component,Doc URL
SEQN,Respondent sequence number.,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#SEQN
SDDSRVYR,Data release cycle,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#SDDSRVYR
RIDSTATR,Interview and examination status of the participant.,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#RIDSTATR
RIAGENDR,Gender of the participant.,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#RIAGENDR
RIDAGEYR,Age in years of the participant at the time of screening. Individuals 80 and over are top-coded at 80 years of age.,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#RIDAGEYR
RIDAGEMN,Age in months of the participant at the time of screening. Reported for persons aged 24 months or younger at the time of exam (or screening if not examined).,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#RIDAGEMN
RIDRETH1,Recode of reported race and Hispanic origin information,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#RIDRETH1
RIDRETH3,"Recode of reported race and Hispanic origin information, with Non-Hispanic Asian Category",DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#RIDRETH3
RIDEXMON,"Six month time period when the examination was performed - two categories: November 1 through April 30, May 1 through October 31.",DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#RIDEXMON
RIDEXAGM,Age in months of the participant at the time of examination. Reported for persons aged 19 years or younger at the time of examination.,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#RIDEXAGM
DMQMILIZ,"{Have you/Has SP} ever served on active duty in the U.S. Armed Forces, military Reserves, or National Guard? (Active duty does not include training for the Reserves or National Guard, but does include activation, for service in the U.S. or in a foreign country, in support of military or humanitarian operations.)",DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#DMQMILIZ
DMDBORN4,Country of birth,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#DMDBORN4
DMDYRUSR,Length of time the participant has been in the US.,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#DMDYRUSR
DMDEDUC2,What is the highest grade or level of school {you have/SP has} completed or the highest degree {you have/s/he has} received?,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#DMDEDUC2
DMDMARTZ,Marital status,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#DMDMARTZ
RIDEXPRG,Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#RIDEXPRG
DMDHHSIZ,Total number of people in the Household,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#DMDHHSIZ
DMDHRGND,HH ref person’s gender,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#DMDHRGND
DMDHRAGZ,HH ref person’s age in years,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#DMDHRAGZ
DMDHREDZ,HH ref person’s education level,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#DMDHREDZ
DMDHRMAZ,HH ref person’s marital status,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#DMDHRMAZ
DMDHSEDZ,HH ref person’s spouse’s education level,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#DMDHSEDZ
WTINT2YR,Full sample 2 year interview weight.,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#WTINT2YR
WTMEC2YR,Full sample 2 year MEC exam weight.,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#WTMEC2YR
SDMVSTRA,Masked variance unit pseudo-stratum variable for variance estimation,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#SDMVSTRA
SDMVPSU,Masked variance unit pseudo-PSU variable for variance estimation,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#SDMVPSU
INDFMPIR,Ratio of family income to poverty,DEMO_L,Demographic Variables and Sample Weights,Demographics,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DEMO_L.htm#INDFMPIR
WTDRD1,Dietary day one sample weight,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#WTDRD1
WTDR2D,Dietary two-day sample weight,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#WTDR2D
DR1ILINE,Food/Individual component number,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ILINE
DR1DRSTZ,Dietary recall status,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1DRSTZ
DR1EXMER,Interviewer ID code,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1EXMER
DRABF,"Indicates whether the sample person was an infant who was breast-fed on either of the two recall 

days.",DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DRABF
DRDINT,Indicates whether the sample person has intake data for one or two days.,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DRDINT
DR1DBIH,Number of days between intake day and the day of family questionnaire administered in the household.,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1DBIH
DR1DAY,Intake day of the week,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1DAY
DR1LANG,The respondent spoke mostly:,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1LANG
DR1CCMNM,Combination food number (sequential number),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1CCMNM
DR1CCMTX,Combination food type,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1CCMTX
DR1_020,What time did you begin to eat/drink the meal/food?,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1_020
DR1_030Z,Name of eating occasion,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1_030Z
DR1FS,Where did you get (this/most of the ingredients for this) {FOODNAME}?,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1FS
DR1_040Z,Did you eat this meal at home?,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1_040Z
DR1IFDCD,USDA food code,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IFDCD
DR1IGRMS,Gram weight of the food/individual component,DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IGRMS
DR1IKCAL,Energy (kcal),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IKCAL
DR1IPROT,Protein (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IPROT
DR1ICARB,Carbohydrate (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ICARB
DR1ISUGR,Total sugars (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ISUGR
DR1IFIBE,Dietary fiber (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IFIBE
DR1ITFAT,Total fat (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ITFAT
DR1ISFAT,Total saturated fatty acids (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ISFAT
DR1IMFAT,Total monounsaturated fatty acids (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IMFAT
DR1IPFAT,Total polyunsaturated fatty acids (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IPFAT
DR1ICHOL,Cholesterol (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ICHOL
DR1IATOC,Vitamin E as alpha-tocopherol (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IATOC
DR1IATOA,Added alpha-tocopherol (Vitamin E) (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IATOA
DR1IRET,Retinol (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IRET
DR1IVARA,Vitamin A as retinol activity equivalents (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IVARA
DR1IACAR,Alpha-carotene (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IACAR
DR1IBCAR,Beta-carotene (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IBCAR
DR1ICRYP,Beta-cryptoxanthin (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ICRYP
DR1ILYCO,Lycopene (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ILYCO
DR1ILZ,Lutein + zeaxanthin (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ILZ
DR1IVB1,Thiamin (Vitamin B1) (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IVB1
DR1IVB2,Riboflavin (Vitamin B2) (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IVB2
DR1INIAC,Niacin (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1INIAC
DR1IVB6,Vitamin B6 (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IVB6
DR1IFOLA,Total folate (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IFOLA
DR1IFA,Folic acid (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IFA
DR1IFF,Food folate (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IFF
DR1IFDFE,Folate as dietary folate equivalents (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IFDFE
DR1ICHL,Total choline (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ICHL
DR1IVB12,Vitamin B12 (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IVB12
DR1IB12A,Added vitamin B12 (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IB12A
DR1IVC,Vitamin C (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IVC
DR1IVD,Vitamin D (D2 + D3) (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IVD
DR1IVK,Vitamin K (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IVK
DR1ICALC,Calcium (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ICALC
DR1IPHOS,Phosphorus (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IPHOS
DR1IMAGN,Magnesium (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IMAGN
DR1IIRON,Iron (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IIRON
DR1IZINC,Zinc (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IZINC
DR1ICOPP,Copper (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ICOPP
DR1ISODI,Sodium (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ISODI
DR1IPOTA,Potassium (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IPOTA
DR1ISELE,Selenium (mcg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ISELE
DR1ICAFF,Caffeine (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ICAFF
DR1ITHEO,Theobromine (mg),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1ITHEO
DR1IALCO,Alcohol (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IALCO
DR1IMOIS,Moisture (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IMOIS
DR1IS040,SFA 4:0 (Butanoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IS040
DR1IS060,SFA 6:0 (Hexanoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IS060
DR1IS080,SFA 8:0 (Octanoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IS080
DR1IS100,SFA 10:0 (Decanoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IS100
DR1IS120,SFA 12:0 (Dodecanoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IS120
DR1IS140,SFA 14:0 (Tetradecanoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IS140
DR1IS160,SFA 16:0 (Hexadecanoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IS160
DR1IS180,SFA 18:0 (Octadecanoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IS180
DR1IM161,MFA 16:1 (Hexadecenoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IM161
DR1IM181,MFA 18:1 (Octadecenoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IM181
DR1IM201,MFA 20:1 (Eicosenoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IM201
DR1IM221,MFA 22:1 (Docosenoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IM221
DR1IP182,PFA 18:2 (Octadecadienoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IP182
DR1IP183,PFA 18:3 (Octadecatrienoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IP183
DR1IP184,PFA 18:4 (Octadecatetraenoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IP184
DR1IP204,PFA 20:4 (Eicosatetraenoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IP204
DR1IP205,PFA 20:5 (Eicosapentaenoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IP205
DR1IP225,PFA 22:5 (Docosapentaenoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IP225
DR1IP226,PFA 22:6 (Docosahexaenoic) (gm),DR1IFF_L,"Dietary Interview - Individual Foods, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1IFF_L.htm#DR1IP226
DR1MRESP,Who was the main respondent for this interview?,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1TOT_L.htm#DR1MRESP
DR1HELP,Who helped in responding for this interview,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1TOT_L.htm#DR1HELP
DBQ095Z,What type of salt {do you/does SP} usually add to {your/his/her/SP's} food at the table?  Would you say . . .,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1TOT_L.htm#DBQ095Z
DBD100,How often {do you/does SP} add this salt to {your/his/her/SP's} food at the table?  Would you say . . .,DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1TOT_L.htm#DBD100
DRQSPREP,"How often is ordinary salt or seasoned salt added in cooking or preparing foods in your household?  Is it never, rarely, occasionally, or very often?",DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1TOT_L.htm#DRQSPREP
DR1STY,"Did {you/SP} add any salt to {your/her/his} food at the table yesterday? Salt includes ordinary or sea salt, lite salt, or a salt substitute.",DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1TOT_L.htm#DR1STY
DR1SKY,"What type of salt was it? (Was it ordinary or sea salt, lite salt, or a salt substitute?)",DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1TOT_L.htm#DR1SKY
DRQSDIET,"Are you currently on any kind of diet, either to lose weight or for some other health-related reason?",DR1TOT_L,"Dietary Interview - Total Nutrient Intakes, First Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR1TOT_L.htm#DRQSDIET
