Column Name,Human-Readable Name,Data File Name,Data File Description,Component,Doc URL
DR2IVB2,Riboflavin (Vitamin B2) (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IVB2
DR2INIAC,Niacin (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2INIAC
DR2IVB6,Vitamin B6 (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IVB6
DR2IFOLA,Total folate (mcg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IFOLA
DR2IFA,Folic acid (mcg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IFA
DR2IFF,Food folate (mcg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IFF
DR2IFDFE,Folate as dietary folate equivalents (mcg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IFDFE
DR2ICHL,Total choline (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2ICHL
DR2IVB12,Vitamin B12 (mcg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IVB12
DR2IB12A,Added vitamin B12 (mcg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IB12A
DR2IVC,Vitamin C (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IVC
DR2IVD,Vitamin D (D2 + D3) (mcg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IVD
DR2IVK,Vitamin K (mcg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IVK
DR2ICALC,Calcium (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2ICALC
DR2IPHOS,Phosphorus (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IPHOS
DR2IMAGN,Magnesium (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IMAGN
DR2IIRON,Iron (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IIRON
DR2IZINC,Zinc (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IZINC
DR2ICOPP,Copper (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2ICOPP
DR2ISODI,Sodium (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2ISODI
DR2IPOTA,Potassium (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IPOTA
DR2ISELE,Selenium (mcg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2ISELE
DR2ICAFF,Caffeine (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2ICAFF
DR2ITHEO,Theobromine (mg),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2ITHEO
DR2IALCO,Alcohol (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IALCO
DR2IMOIS,Moisture (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IMOIS
DR2IS040,SFA 4:0 (Butanoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IS040
DR2IS060,SFA 6:0 (Hexanoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IS060
DR2IS080,SFA 8:0 (Octanoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IS080
DR2IS100,SFA 10:0 (Decanoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IS100
DR2IS120,SFA 12:0 (Dodecanoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IS120
DR2IS140,SFA 14:0 (Tetradecanoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IS140
DR2IS160,SFA 16:0 (Hexadecanoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IS160
DR2IS180,SFA 18:0 (Octadecanoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IS180
DR2IM161,MFA 16:1 (Hexadecenoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IM161
DR2IM181,MFA 18:1 (Octadecenoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IM181
DR2IM201,MFA 20:1 (Eicosenoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IM201
DR2IM221,MFA 22:1 (Docosenoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IM221
DR2IP182,PFA 18:2 (Octadecadienoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IP182
DR2IP183,PFA 18:3 (Octadecatrienoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IP183
DR2IP184,PFA 18:4 (Octadecatetraenoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IP184
DR2IP204,PFA 20:4 (Eicosatetraenoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IP204
DR2IP205,PFA 20:5 (Eicosapentaenoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IP205
DR2IP225,PFA 22:5 (Docosapentaenoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IP225
DR2IP226,PFA 22:6 (Docosahexaenoic) (gm),DR2IFF_L,"Dietary Interview - Individual Foods, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2IFF_L.htm#DR2IP226
DR2MRESP,Who was the main respondent for this interview?,DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2MRESP
DR2HELP,Who helped in responding for this interview,DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2HELP
DR2TNUMF,Total number of foods/beverages reported in the individual foods file,DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TNUMF
DR2STY,"Did {you/SP} add any salt to {your/her/his} food at the table yesterday? Salt includes ordinary or sea salt, lite salt, or a salt substitute.",DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2STY
DR2SKY,"What type of salt was it? (Was it ordinary or sea salt, lite salt, or a salt substitute?)",DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2SKY
DR2TKCAL,Energy (kcal),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TKCAL
DR2TPROT,Protein (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TPROT
DR2TCARB,Carbohydrate (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TCARB
DR2TSUGR,Total sugars (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TSUGR
DR2TFIBE,Dietary fiber (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TFIBE
DR2TTFAT,Total fat (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TTFAT
DR2TSFAT,Total saturated fatty acids (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TSFAT
DR2TMFAT,Total monounsaturated fatty acids (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TMFAT
DR2TPFAT,Total polyunsaturated fatty acids (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TPFAT
DR2TCHOL,Cholesterol (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TCHOL
DR2TATOC,Vitamin E as alpha-tocopherol (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TATOC
DR2TATOA,Added alpha-tocopherol (Vitamin E) (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TATOA
DR2TRET,Retinol (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TRET
DR2TVARA,Vitamin A as retinol activity equivalents (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TVARA
DR2TACAR,Alpha-carotene (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TACAR
DR2TBCAR,Beta-carotene (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TBCAR
DR2TCRYP,Beta-cryptoxanthin (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TCRYP
DR2TLYCO,Lycopene (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TLYCO
DR2TLZ,Lutein + zeaxanthin (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TLZ
DR2TVB1,Thiamin (Vitamin B1) (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TVB1
DR2TVB2,Riboflavin (Vitamin B2) (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TVB2
DR2TNIAC,Niacin (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TNIAC
DR2TVB6,Vitamin B6 (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TVB6
DR2TFOLA,Total folate (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TFOLA
DR2TFA,Folic acid (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TFA
DR2TFF,Food folate (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TFF
DR2TFDFE,Folate as dietary folate equivalents (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TFDFE
DR2TCHL,Total choline (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TCHL
DR2TVB12,Vitamin B12 (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TVB12
DR2TB12A,Added vitamin B12 (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TB12A
DR2TVC,Vitamin C (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TVC
DR2TVD,Vitamin D (D2 + D3) (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TVD
DR2TVK,Vitamin K (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TVK
DR2TCALC,Calcium (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TCALC
DR2TPHOS,Phosphorus (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TPHOS
DR2TMAGN,Magnesium (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TMAGN
DR2TIRON,Iron (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TIRON
DR2TZINC,Zinc (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TZINC
DR2TCOPP,Copper (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TCOPP
DR2TSODI,Sodium (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TSODI
DR2TPOTA,Potassium (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TPOTA
DR2TSELE,Selenium (mcg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TSELE
DR2TCAFF,Caffeine (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TCAFF
DR2TTHEO,Theobromine (mg),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TTHEO
DR2TALCO,Alcohol (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TALCO
DR2TMOIS,Moisture (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TMOIS
DR2TS040,SFA 4:0 (Butanoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TS040
DR2TS060,SFA 6:0 (Hexanoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TS060
DR2TS080,SFA 8:0 (Octanoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TS080
DR2TS100,SFA 10:0 (Decanoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TS100
DR2TS120,SFA 12:0 (Dodecanoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TS120
DR2TS140,SFA 14:0 (Tetradecanoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TS140
DR2TS160,SFA 16:0 (Hexadecanoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TS160
DR2TS180,SFA 18:0 (Octadecanoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TS180
DR2TM161,MFA 16:1 (Hexadecenoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TM161
DR2TM181,MFA 18:1 (Octadecenoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TM181
DR2TM201,MFA 20:1 (Eicosenoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TM201
DR2TM221,MFA 22:1 (Docosenoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TM221
DR2TP182,PFA 18:2 (Octadecadienoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TP182
DR2TP183,PFA 18:3 (Octadecatrienoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TP183
DR2TP184,PFA 18:4 (Octadecatetraenoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TP184
DR2TP204,PFA 20:4 (Eicosatetraenoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TP204
DR2TP205,PFA 20:5 (Eicosapentaenoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TP205
DR2TP225,PFA 22:5 (Docosapentaenoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TP225
DR2TP226,PFA 22:6 (Docosahexaenoic) (gm),DR2TOT_L,"Dietary Interview - Total Nutrient Intakes, Second Day",Dietary,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2021/DataFiles/DR2TOT_L.htm#DR2TP226
